,City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
70063,South Kingstown,RI,Light,2017-04-10,19:15,Segunda-feira,10,4
70064,San Marcos,CA,Light,2017-04-10,19:00,Segunda-feira,10,4
70065,Wichita,KS,Disk,2017-04-10,11:30,Segunda-feira,10,4
70068,Des Moines,IA,Light,2017-04-10,01:00,Segunda-feira,10,4
70069,York,PA,Triangle,2017-04-10,00:10,Segunda-feira,10,4
70070,Chiraco Summit,CA,Formation,2017-04-10,00:00,Segunda-feira,10,4
70071,Fontana,NC,Sphere,2017-04-09,23:00,Domingo,9,4
70072,Live Oak,FL,Sphere,2017-04-09,22:40,Domingo,9,4
70073,Clyde,NC,Oval,2017-04-09,22:30,Domingo,9,4
70077,Falcon,CO,Sphere,2017-04-09,14:05,Domingo,9,4
70078,Loveland,CO,Sphere,2017-04-09,13:00,Domingo,9,4
70079,Quincy,WA,Light,2017-04-09,06:18,Domingo,9,4
70080,Philadelphia,PA,Light,2017-04-09,04:55,Domingo,9,4
70081,Fishers,IN,Unknown,2017-04-09,02:30,Domingo,9,4
70082,Albuquerque,NM,Circle,2017-04-09,02:00,Domingo,9,4
70083,"Lawton (between Lawton and Duncan, hwy 7 west going east)",OK,Light,2017-04-09,00:45,Domingo,9,4
70084,Tinley Park,IL,Circle,2017-04-08,22:30,Sábado,8,4
70085,Raymond,NH,Triangle,2017-04-08,22:27,Sábado,8,4
70086,Providence,RI,Disk,2017-04-08,22:00,Sábado,8,4
70088,St. Petersburg,FL,Sphere,2017-04-08,21:50,Sábado,8,4
70089,St. Petersburg,FL,Light,2017-04-08,21:10,Sábado,8,4
70091,Sacramento,CA,Fireball,2017-04-08,20:30,Sábado,8,4
70093,Georgetown,TX,Circle,2017-04-08,16:30,Sábado,8,4
70094,Columbus,OH,Changing,2017-04-08,15:36,Sábado,8,4
70095,Albany,GA,Unknown,2017-04-08,09:51,Sábado,8,4
70096,Germantown,MD,Circle,2017-04-07,22:32,Sexta-feira,7,4
70097,Tougaloo,MS,Circle,2017-04-07,22:30,Sexta-feira,7,4
70098,Riverside,WA,Other,2017-04-07,22:25,Sexta-feira,7,4
70100,Sacramento,OH,Oval,2017-04-07,21:00,Sexta-feira,7,4
70101,Highland,UT,Light,2017-04-07,20:52,Sexta-feira,7,4
70102,Williams,AZ,Unknown,2017-04-07,20:00,Sexta-feira,7,4
70103,Paso Robles,CA,Light,2017-04-07,19:16,Sexta-feira,7,4
70104,De Pere,WI,Sphere,2017-04-07,19:00,Sexta-feira,7,4
70107,Hammond,LA,Disk,2017-04-07,11:50,Sexta-feira,7,4
70108,Cooper City,FL,Cigar,2017-04-07,09:25,Sexta-feira,7,4
70109,New Iberia,LA,Sphere,2017-04-07,05:50,Sexta-feira,7,4
70110,Naples,FL,Disk,2017-04-07,02:37,Sexta-feira,7,4
70111,Williamstown,NJ,Circle,2017-04-07,01:00,Sexta-feira,7,4
70112,Corona,CA,Light,2017-04-06,21:50,Quinta-feira,6,4
70113,Jonesboro,GA,Formation,2017-04-06,21:35,Quinta-feira,6,4
70114,Little Falls,MN,Triangle,2017-04-06,21:30,Quinta-feira,6,4
70115,St. Louis,MO,Formation,2017-04-06,19:40,Quinta-feira,6,4
70116,Valley Center,CA,Disk,2017-04-06,19:00,Quinta-feira,6,4
70118,Anaheim,CA,Circle,2017-04-06,11:55,Quinta-feira,6,4
70119,Austin,TX,Rectangle,2017-04-06,09:00,Quinta-feira,6,4
70120,La Mirada,CA,Fireball,2017-04-06,01:00,Quinta-feira,6,4
70122,Memphis,TN,Circle,2017-04-05,23:00,Quarta-feira,5,4
70124,Lapine,AL,Rectangle,2017-04-05,20:00,Quarta-feira,5,4
70126,San Tan Valley,AZ,Sphere,2017-04-05,18:00,Quarta-feira,5,4
70127,Chesapeake,OH,Disk,2017-04-05,17:30,Quarta-feira,5,4
70128,Clinton,MD,Disk,2017-04-05,08:00,Quarta-feira,5,4
70129,Newport News,VA,Triangle,2017-04-05,05:10,Quarta-feira,5,4
70131,New York City (Brooklyn),NY,Light,2017-04-05,04:08,Quarta-feira,5,4
70133,Fresno,CA,Triangle,2017-04-04,22:37,Terça-feira,4,4
70134,Monroe,MI,Oval,2017-04-04,21:30,Terça-feira,4,4
70135,Chicago,IL,Triangle,2017-04-04,21:20,Terça-feira,4,4
70137,Culver City,CA,Circle,2017-04-04,20:30,Terça-feira,4,4
70138,Virginia Beach,VA,Light,2017-04-04,02:05,Terça-feira,4,4
70139,Manchester,IA,Triangle,2017-04-04,00:00,Terça-feira,4,4
70140,Cedar Grove,WV,Unknown,2017-04-03,23:30,Segunda-feira,3,4
70142,Wenatchee,WA,Disk,2017-04-03,02:28,Segunda-feira,3,4
70143,Portland,OR,Oval,2017-04-03,00:30,Segunda-feira,3,4
70144,Mesa,AZ,Light,2017-04-02,22:40,Domingo,2,4
70145,Middletown,RI,Light,2017-04-02,22:00,Domingo,2,4
70146,Rogers County,OK,Light,2017-04-02,21:53,Domingo,2,4
70148,Bridgewater,NJ,Disk,2017-04-02,19:15,Domingo,2,4
70149,Highland,CA,Fireball,2017-04-02,18:30,Domingo,2,4
70151,Pioneertown (near),CA,Cigar,2017-04-02,15:51,Domingo,2,4
70152,San Francisco,CA,Sphere,2017-04-02,14:45,Domingo,2,4
70153,Columbus,OH,Other,2017-04-02,04:17,Domingo,2,4
70154,Dunedin,FL,Flash,2017-04-02,03:05,Domingo,2,4
70155,St. Petersburg,FL,Flash,2017-04-02,03:00,Domingo,2,4
70156,St. Petersburg,FL,Sphere,2017-04-02,01:10,Domingo,2,4
70157,Reno,NV,Rectangle,2017-04-02,01:00,Domingo,2,4
70158,Frankenmuth,MI,Triangle,2017-04-01,23:30,Sábado,1,4
70159,Harwinton,CT,Triangle,2017-04-01,22:45,Sábado,1,4
70161,Conway,AR,Light,2017-04-01,21:00,Sábado,1,4
70162,Snohomish,WA,Light,2017-04-01,20:30,Sábado,1,4
70163,Riverside,CA,Light,2017-04-01,20:18,Sábado,1,4
70165,St. Petersburg,FL,Sphere,2017-04-01,18:00,Sábado,1,4
70166,Gainesville,FL,Sphere,2017-04-01,12:40,Sábado,1,4
70167,Dunedin,FL,Light,2017-04-01,03:00,Sábado,1,4
70168,Waukesha,WI,Sphere,2017-04-01,01:10,Sábado,1,4
70169,Arlington Heights,IL,Light,2017-04-01,01:10,Sábado,1,4
70170,Long Beach,MS,Oval,2017-05-31,23:30,Quarta-feira,31,5
70171,Oxford,MS,Other,2017-05-31,22:00,Quarta-feira,31,5
70172,Saint Peter,MN,Light,2017-05-31,21:20,Quarta-feira,31,5
70173,Slingerlands,NY,Triangle,2017-05-31,18:52,Quarta-feira,31,5
70174,Arden Hills,MN,Other,2017-05-31,10:45,Quarta-feira,31,5
70175,Colorado Springs,CO,Unknown,2017-05-31,10:00,Quarta-feira,31,5
70176,Las Vegas,NV,Rectangle,2017-05-31,05:00,Quarta-feira,31,5
70177,Oak Grove,MN,Circle,2017-05-31,04:45,Quarta-feira,31,5
70178,Norman,OK,Sphere,2017-05-31,04:00,Quarta-feira,31,5
70179,Wahpeton,ND,Fireball,2017-05-31,01:14,Quarta-feira,31,5
70180,Sacramento,CA,Light,2017-05-31,00:00,Quarta-feira,31,5
70181,Provo,UT,Light,2017-05-30,23:25,Terça-feira,30,5
70182,Las Vegas,NV,Light,2017-05-30,22:20,Terça-feira,30,5
70183,Anniston,AL,Triangle,2017-05-30,21:15,Terça-feira,30,5
70184,Gila Bend,AZ,Other,2017-05-30,21:15,Terça-feira,30,5
70185,Holiday,FL,Disk,2017-05-30,14:11,Terça-feira,30,5
70186,Riverside,CA,Other,2017-05-30,12:20,Terça-feira,30,5
70187,Macedon,NY,Circle,2017-05-30,04:25,Terça-feira,30,5
70188,Birch Tree,MO,Light,2017-05-30,01:45,Terça-feira,30,5
70189,Buffalo,NY,Fireball,2017-05-29,23:00,Segunda-feira,29,5
70190,Phoenix,AZ,Oval,2017-05-29,21:00,Segunda-feira,29,5
70191,Sugar Hill,GA,Triangle,2017-05-29,21:00,Segunda-feira,29,5
70192,Colorado Springs,CO,Cigar,2017-05-29,20:45,Segunda-feira,29,5
70194,Monroe,MI,Sphere,2017-05-29,16:00,Segunda-feira,29,5
70195,Menominee,MI,Disk,2017-05-29,12:22,Segunda-feira,29,5
70196,Kewanee,IL,Changing,2017-05-29,05:15,Segunda-feira,29,5
70197,Northvale,NJ,Circle,2017-05-29,03:30,Segunda-feira,29,5
70198,Wonder Lake,IL,Light,2017-05-28,22:50,Domingo,28,5
70199,Seattle,WA,Circle,2017-05-28,22:30,Domingo,28,5
70200,Oak Lawn,IL,Light,2017-05-28,21:50,Domingo,28,5
70201,Auburn,MA,Unknown,2017-05-28,21:00,Domingo,28,5
70202,Eminence,MO,Circle,2017-05-28,20:56,Domingo,28,5
70203,El Mirage,AZ,Light,2017-05-28,20:00,Domingo,28,5
70204,Malibu,CA,Sphere,2017-05-28,18:53,Domingo,28,5
70205,Camas,WA,Sphere,2017-05-28,16:15,Domingo,28,5
70206,Sutherlin,OR,Rectangle,2017-05-28,10:30,Domingo,28,5
70207,Delano,CA,Fireball,2017-05-28,09:00,Domingo,28,5
70208,St. Ann,MO,Oval,2017-05-28,05:00,Domingo,28,5
70210,Carlsbad,CA,Fireball,2017-05-28,00:53,Domingo,28,5
70211,Newark,NJ,Circle,2017-05-27,23:00,Sábado,27,5
70212,Marine park Bklyn,NY,Light,2017-05-27,23:00,Sábado,27,5
70214,Keego Harbor,MI,Triangle,2017-05-27,22:30,Sábado,27,5
70215,Clarence,NY,Changing,2017-05-27,22:00,Sábado,27,5
70216,San Diego,CA,Light,2017-05-27,21:15,Sábado,27,5
70217,Oakland,CA,Circle,2017-05-27,21:04,Sábado,27,5
70218,Oakland,CA,Circle,2017-05-27,21:04,Sábado,27,5
70219,Spring,TX,Circle,2017-05-27,21:00,Sábado,27,5
70220,Corona,CA,Light,2017-05-27,20:00,Sábado,27,5
70221,Sierra Vista,AZ,Circle,2017-05-27,20:00,Sábado,27,5
70222,South Easton,MA,Oval,2017-05-27,14:00,Sábado,27,5
70224,Randolph,NJ,Circle,2017-05-27,10:56,Sábado,27,5
70225,Seattle,WA,Unknown,2017-05-27,10:30,Sábado,27,5
70226,Marysville,MI,Circle,2017-05-27,09:00,Sábado,27,5
70227,Venice,FL,Triangle,2017-05-27,03:35,Sábado,27,5
70228,Delmont,NJ,Circle,2017-05-27,02:45,Sábado,27,5
70229,San Antonio,TX,Circle,2017-05-27,02:00,Sábado,27,5
70230,Orland Park,IL,Light,2017-05-27,00:35,Sábado,27,5
70231,San Clemente,CA,Circle,2017-05-26,23:00,Sexta-feira,26,5
70232,San Clemente,CA,Circle,2017-05-26,23:00,Sexta-feira,26,5
70234,Arlington,MA,Light,2017-05-26,22:30,Sexta-feira,26,5
70235,Salt Lake City,UT,Light,2017-05-26,03:00,Sexta-feira,26,5
70236,Shakopee,MN,Circle,2017-05-25,22:33,Quinta-feira,25,5
70237,Floresville,TX,Fireball,2017-05-25,22:30,Quinta-feira,25,5
70238,Victor,ID,Light,2017-05-25,22:30,Quinta-feira,25,5
70239,Millsboro,DE,Other,2017-05-25,21:00,Quinta-feira,25,5
70240,Friendswood,TX,Unknown,2017-05-25,19:15,Quinta-feira,25,5
70241,Camden,NJ,Rectangle,2017-05-25,18:00,Quinta-feira,25,5
70242,Fort Worth,TX,Sphere,2017-05-25,04:30,Quinta-feira,25,5
70245,Portland,OR,Unknown,2017-05-25,02:00,Quinta-feira,25,5
70246,Pace,FL,Disk,2017-05-24,23:15,Quarta-feira,24,5
70247,Lincoln,NE,Circle,2017-05-24,22:30,Quarta-feira,24,5
70250,Pine Bluff,AR,Light,2017-05-24,21:00,Quarta-feira,24,5
70251,Bryan,TX,Sphere,2017-05-24,07:12,Quarta-feira,24,5
70252,Fontana,CA,Light,2017-05-24,01:30,Quarta-feira,24,5
70253,Brewster,WA,Circle,2017-05-24,01:03,Quarta-feira,24,5
70254,Redondo Beach,CA,Sphere,2017-05-24,00:30,Quarta-feira,24,5
70255,Northfield,NH,Changing,2017-05-23,23:27,Terça-feira,23,5
70257,Elk Grove,CA,Unknown,2017-05-23,22:00,Terça-feira,23,5
70258,Webster,NY,Fireball,2017-05-23,20:50,Terça-feira,23,5
70259,Greece,NY,Oval,2017-05-23,20:00,Terça-feira,23,5
70260,Globe,AZ,Unknown,2017-05-23,19:30,Terça-feira,23,5
70261,North Salt Lake,UT,Light,2017-05-23,04:45,Terça-feira,23,5
70263,Golden,CO,Light,2017-05-22,23:18,Segunda-feira,22,5
70264,Kalama,WA,Light,2017-05-22,22:45,Segunda-feira,22,5
70265,Lovington,NM,Other,2017-05-22,17:30,Segunda-feira,22,5
70266,Castro Valley,CA,Oval,2017-05-22,11:30,Segunda-feira,22,5
70267,St. Louis County,MO,Unknown,2017-05-22,09:45,Segunda-feira,22,5
70268,Sumner,WA,Light,2017-05-22,04:10,Segunda-feira,22,5
70269,Bardwell,KY,Circle,2017-05-22,04:00,Segunda-feira,22,5
70270,Lincoln City,OR,Oval,2017-05-22,04:00,Segunda-feira,22,5
70271,Los Gatos Mountains,CA,Light,2017-05-22,01:30,Segunda-feira,22,5
70272,Madera,CA,Light,2017-05-22,00:08,Segunda-feira,22,5
70273,Wilmington,IL,Flash,2017-05-21,23:48,Domingo,21,5
70274,Delaware,OH,Light,2017-05-21,23:02,Domingo,21,5
70277,Landers,CA,Light,2017-05-21,22:30,Domingo,21,5
70280,Belen,NM,Other,2017-05-21,22:00,Domingo,21,5
70281,Landers,CA,Sphere,2017-05-21,21:45,Domingo,21,5
70282,Sacramento,CA,Rectangle,2017-05-21,21:41,Domingo,21,5
70284,Jonesborough,TN,Cigar,2017-05-21,13:00,Domingo,21,5
70285,Long Beach,CA,Light,2017-05-21,13:00,Domingo,21,5
70286,Spanaway,WA,Circle,2017-05-21,00:00,Domingo,21,5
70288,Silver Lake,KS,Triangle,2017-05-20,22:30,Sábado,20,5
70290,Mechanicsville,VA,Fireball,2017-05-20,21:02,Sábado,20,5
70291,Gallup,NM,Sphere,2017-05-20,21:00,Sábado,20,5
70294,Long Beach,CA,Light,2017-05-20,19:00,Sábado,20,5
70295,Goleta,CA,Other,2017-05-20,13:40,Sábado,20,5
70296,San Bernardino,CA,Sphere,2017-05-20,12:15,Sábado,20,5
70297,Santa Fe,NM,Other,2017-05-20,12:00,Sábado,20,5
70298,Philadelphia,PA,Circle,2017-05-20,10:39,Sábado,20,5
70299,Bozra,CT,Disk,2017-05-20,08:30,Sábado,20,5
70300,New Windsor,NY,Circle,2017-05-19,21:20,Sexta-feira,19,5
70301,Wilkes-Barre,PA,Fireball,2017-05-19,21:17,Sexta-feira,19,5
70302,Quincy,WA,Triangle,2017-05-19,17:49,Sexta-feira,19,5
70303,Everett,WA,Triangle,2017-05-19,17:00,Sexta-feira,19,5
70304,Phoenix,AZ,Sphere,2017-05-19,13:38,Sexta-feira,19,5
70305,Superior,AZ,Circle,2017-05-19,10:49,Sexta-feira,19,5
70306,Hillsboro,OR,Other,2017-05-19,10:36,Sexta-feira,19,5
70308,Old Bridge,NJ,Disk,2017-05-18,21:18,Quinta-feira,18,5
70309,Lubbock,TX,Light,2017-05-18,21:00,Quinta-feira,18,5
70311,san jose,CA,Disk,2017-05-18,20:55,Quinta-feira,18,5
70313,Santa Rosa,CA,Light,2017-05-18,20:45,Quinta-feira,18,5
70314,North Charleston,SC,Unknown,2017-05-18,15:25,Quinta-feira,18,5
70315,Bowie,MD,Light,2017-05-18,15:15,Quinta-feira,18,5
70316,Spokane Valley,WA,Triangle,2017-05-18,12:21,Quinta-feira,18,5
70317,Wilmington,DE,Unknown,2017-05-18,06:00,Quinta-feira,18,5
70318,Des Plaines,IL,Unknown,2017-05-18,00:00,Quinta-feira,18,5
70319,Claremore,OK,Other,2017-05-18,00:00,Quinta-feira,18,5
70320,Port St. Lucie,FL,Cigar,2017-05-17,23:45,Quarta-feira,17,5
70322,Edwardsville,IL,Unknown,2017-05-17,22:00,Quarta-feira,17,5
70323,Tucson,AZ,Circle,2017-05-17,21:30,Quarta-feira,17,5
70324,New Milford,CT,Sphere,2017-05-17,21:00,Quarta-feira,17,5
70325,Wilmington,NC,Sphere,2017-05-17,19:00,Quarta-feira,17,5
70326,White Marsh,MD,Rectangle,2017-05-17,15:15,Quarta-feira,17,5
70327,Hoboken,NJ,Oval,2017-05-17,13:24,Quarta-feira,17,5
70329,Milton,VT,Light,2017-05-17,10:55,Quarta-feira,17,5
70330,Pownal,ME,Light,2017-05-16,23:44,Terça-feira,16,5
70331,Salisbury,NC,Light,2017-05-16,22:40,Terça-feira,16,5
70332,Ashton,WV,Oval,2017-05-16,20:00,Terça-feira,16,5
70333,San Tan Valley,AZ,Changing,2017-05-16,18:45,Terça-feira,16,5
70335,Hamilton,AL,Triangle,2017-05-16,09:50,Terça-feira,16,5
70337,Roseville,CA,Formation,2017-05-16,02:00,Terça-feira,16,5
70338,Seatac,WA,Triangle,2017-05-16,00:04,Terça-feira,16,5
70339,North Myrtle Beach,SC,Sphere,2017-05-15,23:00,Segunda-feira,15,5
70340,Lebanon,PA,Formation,2017-05-15,23:00,Segunda-feira,15,5
70341,Garden City,SC,Sphere,2017-05-15,22:30,Segunda-feira,15,5
70342,Myrtle Beach,SC,Light,2017-05-15,22:30,Segunda-feira,15,5
70343,Pittsburgh,PA,Circle,2017-05-15,22:30,Segunda-feira,15,5
70344,Garden City Beach,SC,Changing,2017-05-15,22:15,Segunda-feira,15,5
70345,Myrtle Beach,SC,Circle,2017-05-15,22:03,Segunda-feira,15,5
70346,Sandown,NH,Unknown,2017-05-15,22:00,Segunda-feira,15,5
70347,Myrtle Beach,SC,Circle,2017-05-15,22:00,Segunda-feira,15,5
70348,Springfield,MA,Light,2017-05-15,22:00,Segunda-feira,15,5
70349,North Myrtle Beach,SC,Sphere,2017-05-15,22:00,Segunda-feira,15,5
70350,Myrtle Beach,SC,Circle,2017-05-15,22:00,Segunda-feira,15,5
70351,Ft. Collins,CO,Cigar,2017-05-15,21:43,Segunda-feira,15,5
70352,San Jose,CA,Other,2017-05-15,20:45,Segunda-feira,15,5
70354,Melba,ID,Circle,2017-05-15,19:00,Segunda-feira,15,5
70355,Oak Lawn,IL,Changing,2017-05-15,18:40,Segunda-feira,15,5
70358,Fort Loramie,OH,Rectangle,2017-05-15,11:30,Segunda-feira,15,5
70359,Cookeville,TN,Unknown,2017-05-15,09:35,Segunda-feira,15,5
70360,Minster,OH,Sphere,2017-05-15,09:15,Segunda-feira,15,5
70361,Depew,NY,Light,2017-05-15,06:00,Segunda-feira,15,5
70362,St. Augustine,FL,Disk,2017-05-15,05:50,Segunda-feira,15,5
70363,Vincennes,IN,Circle,2017-05-15,04:00,Segunda-feira,15,5
70364,Roxborough,PA,Cigar,2017-05-15,03:00,Segunda-feira,15,5
70365,Hudson,NY,Triangle,2017-05-15,02:30,Segunda-feira,15,5
70366,Long Beach,CA,Fireball,2017-05-15,01:20,Segunda-feira,15,5
70367,Rockledge,PA,Circle,2017-05-15,00:20,Segunda-feira,15,5
70368,Rockledge,PA,Circle,2017-05-15,00:20,Segunda-feira,15,5
70369,Cypress,TX,Light,2017-05-15,00:00,Segunda-feira,15,5
70370,Des Moines,IA,Circle,2017-05-14,23:00,Domingo,14,5
70371,Lansing,MI,Other,2017-05-14,22:25,Domingo,14,5
70372,Des Plaines,IL,Fireball,2017-05-14,22:20,Domingo,14,5
70373,Clinton,CT,Circle,2017-05-14,22:00,Domingo,14,5
70374,Clinton,CT,Circle,2017-05-14,21:43,Domingo,14,5
70375,St. Petersburg,FL,Triangle,2017-05-14,21:30,Domingo,14,5
70377,Toledo,OH,Other,2017-05-14,16:30,Domingo,14,5
70378,Norfolk,VA,Disk,2017-05-14,16:00,Domingo,14,5
70379,Belpre,OH,Other,2017-05-14,15:30,Domingo,14,5
70380,Howell,NJ,Disk,2017-05-14,15:30,Domingo,14,5
70382,Chicago,IL,Circle,2017-05-14,08:23,Domingo,14,5
70383,San Antonio,TX,Light,2017-05-14,05:30,Domingo,14,5
70384,Tucson,AZ,Light,2017-05-14,04:00,Domingo,14,5
70385,Los Angeles,CA,Circle,2017-05-14,03:58,Domingo,14,5
70386,Evans,CO,Triangle,2017-05-14,03:05,Domingo,14,5
70387,Williamsport,PA,Triangle,2017-05-14,00:10,Domingo,14,5
70388,Centerville,OH,Light,2017-05-13,23:00,Sábado,13,5
70389,Bellingham,WA,Light,2017-05-13,22:49,Sábado,13,5
70390,Coolridge,WV,Fireball,2017-05-13,22:00,Sábado,13,5
70392,Fulton,NY,Fireball,2017-05-13,21:05,Sábado,13,5
70393,Gallipolis,OH,Circle,2017-05-13,20:40,Sábado,13,5
70394,Breckenridge,CO,Flash,2017-05-13,19:00,Sábado,13,5
70395,Palm Beach,FL,Other,2017-05-13,14:00,Sábado,13,5
70396,Limon,CO,Light,2017-05-13,13:43,Sábado,13,5
70399,Lake Worth,FL,Circle,2017-05-13,04:59,Sábado,13,5
70400,Richmond,CA,Changing,2017-05-13,04:30,Sábado,13,5
70401,Kansas City,KS,Light,2017-05-13,04:20,Sábado,13,5
70402,Tucson/Sierra Vista (Interstate 10),AZ,Light,2017-05-13,03:45,Sábado,13,5
70403,Lincoln,NE,Light,2017-05-13,02:30,Sábado,13,5
70404,Statesville,NC,Fireball,2017-05-12,23:10,Sexta-feira,12,5
70406,Pullman,WA,Fireball,2017-05-12,22:45,Sexta-feira,12,5
70407,Deltona,FL,Disk,2017-05-12,21:00,Sexta-feira,12,5
70408,West Lakeland,MN,Formation,2017-05-12,20:30,Sexta-feira,12,5
70409,Mesa,AZ,Other,2017-05-12,20:30,Sexta-feira,12,5
70410,Surprise,AZ,Fireball,2017-05-12,20:05,Sexta-feira,12,5
70411,Denver,CO,Rectangle,2017-05-12,18:00,Sexta-feira,12,5
70412,"Washington, DC",DC,Circle,2017-05-12,14:30,Sexta-feira,12,5
70413,Salinas,CA,Light,2017-05-12,05:05,Sexta-feira,12,5
70415,Zimmerman,MN,Circle,2017-05-11,22:30,Quinta-feira,11,5
70416,Apache Junction,AZ,Changing,2017-05-11,22:00,Quinta-feira,11,5
70418,Sioux Falls,SD,Changing,2017-05-11,14:00,Quinta-feira,11,5
70419,Provo,UT,Triangle,2017-05-11,09:00,Quinta-feira,11,5
70420,Denver,CO,Triangle,2017-05-11,04:23,Quinta-feira,11,5
70421,Joshua Tree,CA,Triangle,2017-05-10,23:30,Quarta-feira,10,5
70422,Everett,WA,Other,2017-05-10,22:00,Quarta-feira,10,5
70423,Charlottesville,VA,Circle,2017-05-10,22:00,Quarta-feira,10,5
70424,Stanford,WA,Circle,2017-05-10,22:00,Quarta-feira,10,5
70425,Ontario,OH,Unknown,2017-05-10,21:45,Quarta-feira,10,5
70426,Philadelphia,PA,Oval,2017-05-10,21:45,Quarta-feira,10,5
70427,Tempe,AZ,Circle,2017-05-10,21:00,Quarta-feira,10,5
70428,((Location no revealed by witness)),CA,Light,2017-05-10,21:00,Quarta-feira,10,5
70429,Lyons,CO,Circle,2017-05-10,20:15,Quarta-feira,10,5
70431,Higginsville,NY,Circle,2017-05-10,17:23,Quarta-feira,10,5
70432,Canton,OH,Light,2017-05-10,10:00,Quarta-feira,10,5
70433,Alberqurqe,NM,Light,2017-05-10,08:30,Quarta-feira,10,5
70434,Atlantic City,NJ,Disk,2017-05-10,08:00,Quarta-feira,10,5
70435,Tampa,FL,Circle,2017-05-10,05:35,Quarta-feira,10,5
70437,Cypress,TX,Light,2017-05-10,05:15,Quarta-feira,10,5
70439,Abilene,TX,Light,2017-05-10,00:00,Quarta-feira,10,5
70440,Amanda,OH,Other,2017-05-09,23:30,Terça-feira,9,5
70441,Ft. Olgethorpe,GA,Oval,2017-05-09,23:15,Terça-feira,9,5
70442,Blackshear,GA,Fireball,2017-05-09,23:00,Terça-feira,9,5
70443,West Covina,CA,Flash,2017-05-09,22:45,Terça-feira,9,5
70444,Guilford,CT,Triangle,2017-05-09,22:00,Terça-feira,9,5
70448,Brooklyn Park,MN,Cigar,2017-05-09,17:45,Terça-feira,9,5
70449,Harrington,WA,Light,2017-05-09,03:45,Terça-feira,9,5
70450,Auburn,AL,Circle,2017-05-09,03:30,Terça-feira,9,5
70451,Auburn,MI,Disk,2017-05-08,22:30,Segunda-feira,8,5
70452,Northville,MI,Cigar,2017-05-08,22:15,Segunda-feira,8,5
70454,Atlanta,GA,Changing,2017-05-08,20:00,Segunda-feira,8,5
70455,Atlanta,GA,Sphere,2017-05-08,16:30,Segunda-feira,8,5
70457,Durham,NC,Circle,2017-05-08,10:30,Segunda-feira,8,5
70459,Clearwater/Palm Harbor,FL,Circle,2017-05-08,05:30,Segunda-feira,8,5
70460,Lake St. Louis,MO,Flash,2017-05-08,05:15,Segunda-feira,8,5
70461,Greenville,NY,Unknown,2017-05-08,05:00,Segunda-feira,8,5
70462,Wylie,TX,Light,2017-05-08,00:30,Segunda-feira,8,5
70463,Jewell,IA,Sphere,2017-05-08,00:00,Segunda-feira,8,5
70464,Los Angeles,CA,Fireball,2017-05-07,21:08,Domingo,7,5
70465,Marietta,GA,Sphere,2017-05-07,21:00,Domingo,7,5
70467,Montgomery,AL,Circle,2017-05-07,20:00,Domingo,7,5
70468,Warrior,AL,Circle,2017-05-07,19:30,Domingo,7,5
70469,District Heights,MD,Circle,2017-05-07,19:00,Domingo,7,5
70471,Comstock Park,MI,Formation,2017-05-07,05:15,Domingo,7,5
70472,Baltimore,MD,Light,2017-05-07,04:56,Domingo,7,5
70473,Tucson,AZ,Light,2017-05-07,02:50,Domingo,7,5
70474,Vineland,NJ,Triangle,2017-05-07,01:20,Domingo,7,5
70475,Port St. Lucie,FL,Light,2017-05-07,00:40,Domingo,7,5
70477,Minneapolis,MN,Formation,2017-05-06,21:41,Sábado,6,5
70479,Hibbing,MN,Fireball,2017-05-06,21:13,Sábado,6,5
70480,Southington,CT,Other,2017-05-06,21:00,Sábado,6,5
70481,Bonnerdale/Crossroads,AR,Unknown,2017-05-06,21:00,Sábado,6,5
70482,Old Bridge,NJ,Changing,2017-05-06,20:58,Sábado,6,5
70483,Phoenix,AZ,Triangle,2017-05-06,20:45,Sábado,6,5
70484,Camp McGregor,NM,Light,2017-05-06,05:00,Sábado,6,5
70485,San Francisco,CA,Fireball,2017-05-06,05:00,Sábado,6,5
70487,Corona,CA,Other,2017-05-05,20:00,Sexta-feira,5,5
70488,Austin,TX,Disk,2017-05-05,11:30,Sexta-feira,5,5
70489,Surprise,AZ,Circle,2017-05-05,04:30,Sexta-feira,5,5
70490,El Mirage,AZ,Circle,2017-05-05,03:00,Sexta-feira,5,5
70491,York,NE,Fireball,2017-05-04,23:34,Quinta-feira,4,5
70492,Onchiota,NY,Unknown,2017-05-04,23:25,Quinta-feira,4,5
70493,Elkhart Lake,WI,Unknown,2017-05-04,23:07,Quinta-feira,4,5
70494,Lawrence,KS,Light,2017-05-04,23:00,Quinta-feira,4,5
70495,Edgewood,NM,Unknown,2017-05-04,22:00,Quinta-feira,4,5
70496,Phoenix,AZ,Circle,2017-05-04,21:27,Quinta-feira,4,5
70497,Houston,TX,Other,2017-05-04,20:25,Quinta-feira,4,5
70498,Meridian,ID,Triangle,2017-05-04,18:30,Quinta-feira,4,5
70500,Beaverton,OR,Disk,2017-05-04,15:00,Quinta-feira,4,5
70501,Taft,CA,Changing,2017-05-04,04:50,Quinta-feira,4,5
70502,Goose Creek,SC,Circle,2017-05-04,00:00,Quinta-feira,4,5
70503,Savannah,GA,Sphere,2017-05-04,00:00,Quinta-feira,4,5
70504,Lake Los Angeles,CA,Oval,2017-05-03,00:00,Quarta-feira,3,5
