,City,Shape,Quantidade
34688,Lancaster,Diamond,28.0
34698,Upland,Cross,17.0
34699,Upland,Cross,17.0
34701,Chula Vista,Unknown,26.0
34735,San Diego,Cylinder,269.0
34742,Arcata,Formation,13.0
34755,San Diego,Fireball,269.0
34766,Playa Del Rey,Fireball,3.0
34786,Oxnard,Light,40.0
34796,Chico,Circle,28.0
34800,Lakeside,Light,17.0
34820,Quincy,Flash,7.0
34825,Torrance,Sphere,33.0
34857,Vacaville,Light,24.0
34862,Vacaville,Light,24.0
34884,Long Beach,Light,91.0
34891,Glendale,Other,25.0
34893,Plumas National Forest,Disk,1.0
34897,Orleans,Other,2.0
34898,Diamond Bar,Triangle,5.0
34902,West Los Angeles,Light,7.0
34909,Auburn,Light,14.0
34917,Fontana,Teardrop,23.0
34928,Whittier,Triangle,28.0
34965,Stockton,Light,34.0
34982,Aguanga,Other,1.0
35001,King's Canyon Park,,1.0
35007,West Los Angeles,Oval,7.0
35015,San Francisco,Other,122.0
35023,Hollister,Light,22.0
35024,Panorama City,Light,3.0
35030,Temecula,Unknown,47.0
35067,San Diego,Fireball,269.0
35084,Pismo Beach,Disk,4.0
35089,Los Banos,Triangle,18.0
35111,Redding,Light,45.0
35119,San Diego,Sphere,269.0
35154,Los Angeles,Egg,249.0
35166,Los Angeles/Hollywood,Circle,1.0
35167,Mission Hills,Fireball,4.0
35169,Pomona,Sphere,27.0
35174,Oakland,Circle,49.0
35176,Santa Nella,Formation,4.0
35177,Santa Nella,Sphere,4.0
35180,Moreno Valley,Flash,25.0
35213,Campbell,Light,16.0
35215,Orange,Fireball,30.0
35225,El Centro,Cigar,14.0
35245,Sacramento,Changing,175.0
35247,Glendale,,25.0
35249,Laguna Hills,Fireball,14.0
35273,Riverside,Fireball,67.0
35344,Redding,Fireball,45.0
35345,Pasadena,Disk,24.0
35347,Pasadena,Disk,24.0
35378,Saint Helena,Flash,1.0
35418,Chino Hills,Oval,9.0
35432,Ventura,Light,47.0
35442,Westminster,Circle,15.0
35449,Beaumont,Light,5.0
35452,West Covina,Fireball,10.0
35490,Irvine,Triangle,53.0
35501,Anderson,Fireball,12.0
35584,Carlsbad,Cigar,39.0
35585,Denair,Cigar,1.0
35599,Blythe/Desert Center (between),Fireball,1.0
35600,Desert Center,Fireball,7.0
35604,El Cerrito,Disk,5.0
35606,Modesto,Light,67.0
35607,Sacramento,Triangle,175.0
35617,Imperial,Disk,1.0
35621,Santa Clarita,Sphere,17.0
35624,Huntington Beach,Disk,63.0
35628,Castro Valley,Unknown,16.0
35635,El Centro,Other,14.0
35649,Apple Valley,Sphere,16.0
35658,Indio and San Diego,Sphere,1.0
35659,San Diego,Light,269.0
35672,Palm Springs,Circle,36.0
35723,Palmdale,Flash,34.0
35738,Cobb,Triangle,2.0
35762,Sacramento,Disk,175.0
35771,Fresno,Formation,96.0
35781,Laguna Beach,Formation,15.0
35806,Yucaipa,Sphere,14.0
35844,Newbury Park,Triangle,6.0
35854,Clovis,Flash,29.0
35880,Reseda,Fireball,11.0
35882,Valley Glen,Chevron,1.0
35884,Corona,Unknown,53.0
35935,Santa Barbara,Circle,54.0
35955,Aptos,Sphere,6.0
35956,Davis,Teardrop,23.0
35971,Aliso Viejo,Fireball,11.0
35999,Santa Cruz,Sphere,35.0
36002,Monrovia,Disk,8.0
36008,Middletown,Light,2.0
36035,Yreka,Cigar,4.0
36056,Upland/Rancho Cucamonga,Cigar,1.0
36064,Cloverdale,Unknown,6.0
36076,Fresno,Changing,96.0
36084,San Jose,Unknown,159.0
36109,Niland,Unknown,1.0
36113,West Hollywood,Light,4.0
36116,Big Bear,Other,3.0
36125,Davis,Unknown,23.0
36126,San Jose,Fireball,159.0
36137,San Jose,Diamond,159.0
36138,San Diego,Circle,269.0
36145,Baldy Village,Diamond,1.0
36161,Kirkwood,Light,1.0
36172,Victorville,Sphere,15.0
36187,San Diego,Other,269.0
36188,San Jose,Sphere,159.0
36192,Rancho Santa Margarita,Circle,10.0
36194,Santa Barbara,Circle,54.0
36202,Torrance,Other,33.0
36208,San Diego,Other,269.0
36235,Venice,Light,19.0
36236,Lodi,Fireball,15.0
36252,San Ramon,Sphere,12.0
36281,Chino,Circle,16.0
36292,Goleta,Disk,16.0
36313,Patterson,Triangle,9.0
36316,29 Palms,Changing,2.0
36325,Los Banos,Fireball,18.0
36341,Thousand Oaks,Light,22.0
36344,Rancho Bernardo,Light,5.0
36371,Barstow (toward; South on Hwy 40),Sphere,1.0
36381,Lincoln,Formation,16.0
36433,San Diego,Light,269.0
36434,San Diego,Light,269.0
36447,Lakeside,Light,17.0
36448,Palmdale,Sphere,34.0
36458,Los Angeles,Light,249.0
36461,Modesto,Fireball,67.0
36472,Sacramento,Light,175.0
36482,Hayward,Other,26.0
36487,Baldwin Park,Triangle,8.0
36493,Los Angeles,Oval,249.0
36533,Petaluma,Other,22.0
36541,Sacramento,Fireball,175.0
36549,Modesto,Fireball,67.0
36558,Thousand Oaks,Disk,22.0
36559,Los Angeles,Unknown,249.0
36560,Fountain Valley,Other,10.0
36561,Irvine,Circle,53.0
36580,San Jose,Fireball,159.0
36600,Anaheim,Light,60.0
36609,Escondido,Sphere,55.0
36618,Friant,Light,3.0
36623,Huntington Park,Light,3.0
36639,Riverbank,Triangle,7.0
36640,San Jose,Fireball,159.0
36678,Lathrop,Fireball,4.0
36685,Petaluma,Light,22.0
36693,Oakland,Changing,49.0
36696,San Diego,Sphere,269.0
36702,Canoga Park,Formation,12.0
36708,Long Beach,Disk,91.0
36713,Ridgecrest,Oval,24.0
36722,Sonoma,Fireball,23.0
36724,San Diego,Circle,269.0
36741,Pacific Beach,Fireball,2.0
36787,Orland,Triangle,13.0
36801,Danville,Disk,5.0
36820,Fountain Valley,Unknown,10.0
36823,Oakland,Fireball,49.0
36832,San Jose,Disk,159.0
36837,Fountain Valley,Light,10.0
36838,Wildomar,Circle,9.0
36839,Redwood City,Light,12.0
36869,Glendale,Disk,25.0
36871,Redding,Circle,45.0
36893,Lakewood,Fireball,15.0
36894,Rancho Cucamonga,Chevron,32.0
36898,Laguna Niguel,Sphere,17.0
36904,San Pedro,Circle,20.0
36917,Twenty Nine Palms,Light,6.0
36919,Los Angeles,Triangle,249.0
36925,Compton,Fireball,6.0
36933,Monrovia,Oval,8.0
36948,Aptos,Changing,6.0
36950,Los Banos,Circle,18.0
36975,Los Banos,Cylinder,18.0
36983,Petaluma,Light,22.0
36987,Anaheim,Light,60.0
36988,Ojai,Teardrop,9.0
36991,Venice,Light,19.0
37030,Ventura,Circle,47.0
37034,Ventura,Chevron,47.0
37040,Arcata,Formation,13.0
37046,Hayward,Light,26.0
37057,Point Arena,Unknown,2.0
37079,Santa Clarita,Light,17.0
37081,San Ramon,Light,12.0
37114,Big Bear City,Circle,2.0
37127,Bridgeport,Circle,3.0
37138,Fountain Valley,Oval,10.0
37139,Saugus,Disk,7.0
37169,Irvine,Cylinder,53.0
37174,San Jose,Fireball,159.0
37217,Victorville,Circle,15.0
37218,Huntington Beach,Light,63.0
37219,Pomona,Light,27.0
37220,Pomona,Light,27.0
37245,Lincoln,Light,16.0
37263,Oakley,Triangle,16.0
37268,Sacramento,Sphere,175.0
37294,La Mesa,Light,19.0
37310,Roseville,Other,38.0
37311,Exeter,Formation,1.0
37313,Venice,Triangle,19.0
37319,Burbank/Glendale border,Triangle,1.0
37330,Lone Pine,Other,3.0
37331,Beverly Hills,Light,5.0
37332,Carmel,Oval,5.0
37344,Santa Rosa,Chevron,67.0
37346,Vacaville,Other,24.0
37348,Santa Rosa,Unknown,67.0
37350,Ventura,Light,47.0
37368,Napa,Circle,27.0
37370,El Segundo,Light,5.0
37373,Sacramento,Disk,175.0
37380,Riverside,Formation,67.0
37411,South San Diego,Other,1.0
37412,Santa Rosa Indian Reservation,Sphere,1.0
37457,Santa Ana,Fireball,35.0
37467,Daly City,Oval,10.0
37525,Apple Valley,Circle,16.0
37527,Glendale,Circle,25.0
37541,Santa Barbara,Fireball,54.0
37566,San Diego,Circle,269.0
37574,North Long Beach,Light,1.0
37575,Union City,Unknown,8.0
37578,San Rafael,Flash,24.0
37579,Stockton/Linden,Light,1.0
37599,Desert Hot Springs,Other,11.0
37621,Escondido,Light,55.0
37646,Canyon Lake,Unknown,7.0
37649,EL Centro,Circle,1.0
37652,Santa Ana/Garden Grove/Irvine/Anaheim,Formation,1.0
37655,Santa Barbara,Light,54.0
37657,Sierra Madre,Formation,2.0
37660,Modesto,Diamond,67.0
37661,Meadow Vista,Diamond,2.0
37747,Rancho Mirage,Rectangle,5.0
37756,San Jose,Other,159.0
37764,San Diego,Sphere,269.0
37765,San Francisco Airport,Triangle,2.0
37767,Burbank,Fireball,48.0
37774,San Diego,Sphere,269.0
37778,Antioch,Light,38.0
37785,Long Beach,Light,91.0
37788,Madera,Sphere,18.0
37789,Santa Barbara,Oval,54.0
37796,Susanville,Flash,8.0
37803,Vista,Triangle,21.0
37824,Visalia,Other,35.0
37841,Ocean Beach,Disk,4.0
37846,Hayward,Chevron,26.0
37852,Agoura Hills,Fireball,5.0
37860,North Lake Tahoe,Light,1.0
37871,Torrance,,33.0
37878,Hamburg,Light,2.0
37883,San Jose,Circle,159.0
37889,San Francisco,Disk,122.0
37891,Bakersfield,Cylinder,63.0
37896,Petaluma,Fireball,22.0
37898,San Jose,Circle,159.0
37904,San Francisco,Circle,122.0
37908,Lake Elsinore,Other,23.0
37918,Chula Vista,Circle,26.0
37920,Huntington Beach,Oval,63.0
37921,Yucca Valley,Sphere,6.0
37925,Corona,Oval,53.0
37931,Davis,Triangle,23.0
37934,Capitola,Light,9.0
37936,Fontana,Fireball,23.0
37941,Port Hueneme,Light,5.0
37942,Ojai,Oval,9.0
37945,Hawthorne/Los Angeles,Circle,1.0
37955,Union City,Light,8.0
37972,Oakley,Sphere,16.0
37973,Oakley,Sphere,16.0
37978,San Mateo,Light,11.0
37990,Studio City,Fireball,9.0
38019,Bakersfield,Light,63.0
38032,San Ramon,Formation,12.0
38064,Felton,Oval,5.0
38070,Sacramento,Other,175.0
38072,Vallejo,Sphere,18.0
38080,North Hollywood,Formation,21.0
38116,Palm Springs,Changing,36.0
38117,Vacaville (Fairfield area),Circle,1.0
38120,Sacramento,Triangle,175.0
38132,Apple Valley,Oval,16.0
38149,Escondido,Other,55.0
38201,Olivehurst,Changing,4.0
38208,Carlsbad,Disk,39.0
38238,Santa Cruz,Circle,35.0
38258,Long Beach,Fireball,91.0
38259,Long Beach,Fireball,91.0
38263,Ventura,Fireball,47.0
38295,Lakeside,Light,17.0
38301,Mammoth Lakes,Light,3.0
38307,Berkeley,Diamond,23.0
38315,Union City,Light,8.0
38316,Union City,Light,8.0
38318,Sacramento,Fireball,175.0
38338,Mission Viejo,Light,24.0
38353,Sebastopol,Circle,11.0
38354,Lemon Grove,Oval,5.0
38368,Lake Arrowhead,Circle,8.0
38369,Porter Ranch,Sphere,5.0
38381,La Puente,Unknown,13.0
38391,Los Angeles,Teardrop,249.0
38392,Sebastopol,Circle,11.0
38399,Westminster,Chevron,15.0
38413,Santa Cruz,Formation,35.0
38414,Sacramento,Fireball,175.0
38418,Venice,Triangle,19.0
38427,Roseville,Triangle,38.0
38432,San Anselmo,Light,10.0
38433,San Anselmo,Changing,10.0
38437,Redding,Unknown,45.0
38446,Los Angeles,Circle,249.0
38447,Placentia,Circle,9.0
38449,Bellflower,Sphere,4.0
38472,Antioch,Light,38.0
38483,Bakersfield,Unknown,63.0
38484,Bakersfield,Circle,63.0
38491,Oceanside,Circle,32.0
38499,Anaheim,Sphere,60.0
38536,McKinleyville,Circle,3.0
38556,Lone Pine (Mt. Whitney),Unknown,1.0
38566,Studio City,Light,9.0
38599,Del Mar,Triangle,5.0
38600,Diamond Springs,Unknown,2.0
38609,Pacifica,Circle,8.0
38643,North Hollywood,Rectangle,21.0
38644,North Hollywood,Rectangle,21.0
38645,Laguna Hills,Sphere,14.0
38648,Upland,Circle,17.0
38661,Los Cabos,Triangle,1.0
38665,Burbank,Light,48.0
38672,Elk Grove,Sphere,33.0
38674,Eureka,Rectangle,19.0
38675,Studio City,Disk,9.0
38683,Buena Park,Fireball,14.0
38687,Burbank,Light,48.0
38695,Marina Del Rey,Fireball,7.0
38735,Merced,Light,19.0
38737,West Sacramento,Fireball,7.0
38740,Hollywood,Fireball,15.0
38745,Modesto,Light,67.0
38746,Azusa,Triangle,11.0
38758,Berkeley,Fireball,23.0
38760,San Diego (South Park),Light,1.0
38778,Apple Valley,Teardrop,16.0
38794,Santa Rosa,Sphere,67.0
38801,Roseville,Rectangle,38.0
38806,San Francisco,Oval,122.0
38808,San Jose,Light,159.0
38810,Marina,Light,3.0
38816,Calimesa,Sphere,3.0
38818,Irvine,Unknown,53.0
38839,Orcutt,Fireball,1.0
38843,Ocatilio Wells,Oval,1.0
38854,Northridge,Teardrop,8.0
38873,San Diego,Unknown,269.0
38878,San Francisco,Triangle,122.0
38879,Oceano,Rectangle,3.0
38913,Santa Clarita,Fireball,17.0
38931,Santa Rosa,Triangle,67.0
38934,Fairfield,Circle,31.0
38935,Pico Rivera,Fireball,9.0
38938,Oceanside,Other,32.0
38975,Sacramento/Yuba City (between),Triangle,1.0
38991,Yucaipa,Circle,14.0
39022,Los Angeles,Triangle,249.0
39024,Los Angeles,Sphere,249.0
39026,Los Angeles,Sphere,249.0
39081,Redding,Unknown,45.0
39084,Tuolumne,Light,1.0
39090,San Carlos,Circle,5.0
39093,Playa del Rey,Disk,7.0
39096,Atascadero (101 freeway),Circle,1.0
39104,Oxnard,Circle,40.0
39114,Taft,Sphere,7.0
39116,Bakersfield,Light,63.0
39135,Bonita,Triangle,3.0
39139,Fresno,Unknown,96.0
39157,Pasadena,Sphere,24.0
39163,North Highlands,Triangle,5.0
39180,Turlock,Light,21.0
39203,Castro Valley,Light,16.0
39214,Elk Grove,Unknown,33.0
39230,Pittsburg,Unknown,12.0
39234,Sacramento,Changing,175.0
39235,Arroyo Grande,Triangle,7.0
39246,Apple Valley,Unknown,16.0
39255,Pasadena,Unknown,24.0
39256,Eagle Rock,Disk,3.0
39261,San Francisco,Fireball,122.0
39294,Phillips Ranch,Fireball,2.0
39295,Escondido,Rectangle,55.0
39310,Burbank,Light,48.0
39323,Quail Valley,Triangle,3.0
39330,Pico Rivera,Triangle,9.0
39362,Huntington Beach,Oval,63.0
39394,Thousand Oaks,Flash,22.0
39407,San Jose,Circle,159.0
39420,Monterey,Flash,24.0
39424,Patterson,Triangle,9.0
39427,San Jose,Unknown,159.0
39432,Rohnert Park,Sphere,20.0
39442,Long Beach,Light,91.0
39465,Turlock,Changing,21.0
39466,Sacramento,Light,175.0
39473,Elk Grove,Chevron,33.0
39510,Los Angeles,Cone,249.0
39583,Rancho Cucamonga,Sphere,32.0
39585,Perris,Light,11.0
39586,Oakland,Light,49.0
39598,Grass Valley,Sphere,19.0
39605,Sacramento,Light,175.0
39606,Silver Lake (Los Angeles),Circle,1.0
39640,Burbank,Disk,48.0
39653,Culver City,Disk,11.0
39685,Canoga Park,Light,12.0
39693,Santa Monica,Circle,22.0
39697,Fountain Valley,Formation,10.0
39698,Huntington Beach,Triangle,63.0
39710,Los Angeles,Light,249.0
39717,Fair Oaks,Oval,8.0
39718,Fairfax,Sphere,3.0
39719,Weaverville,Sphere,5.0
39724,Roseville,,38.0
39728,Coalinga,Disk,9.0
39735,Chico,Circle,28.0
39748,Anaheim,Unknown,60.0
39752,Weaverville,Fireball,5.0
39755,Stockton,Triangle,34.0
39760,Sacramento,Light,175.0
39770,Tulare,Formation,5.0
39772,Elk Grove,Sphere,33.0
39778,Long Beach,Formation,91.0
39781,Palm Desert,Sphere,26.0
39792,Ridgecrest,Light,24.0
39797,Stockton,Fireball,34.0
39804,Berkeley,Fireball,23.0
39805,San Jose,Circle,159.0
39807,Modesto,Changing,67.0
39814,Irvine,,53.0
39818,Fort Hunter Liggett,Chevron,1.0
39820,Cottonwood,Sphere,5.0
39823,Carmichael,Formation,12.0
39825,San Diego,Oval,269.0
39829,Santa Ana,Light,35.0
39832,Rohnert Park,Triangle,20.0
39837,Oakley,Oval,16.0
39840,Brawley,Triangle,6.0
39851,Porterville,Other,20.0
39859,Fresno,Light,96.0
39868,Pasadena,Formation,24.0
39869,Bakersfield,Light,63.0
39874,Redondo Beach,Formation,25.0
39876,La Mirada,Sphere,9.0
39877,Whittier,Circle,28.0
39881,Eastvale,Sphere,9.0
39883,San Diego,Light,269.0
39884,Vallejo,Light,18.0
39887,Beaumont/Cherry Valley,Other,1.0
39901,Hercules,Sphere,3.0
39916,Monterey,Cylinder,24.0
39927,Rialto,Oval,13.0
39937,Fremont,Circle,27.0
39943,Riverside,Light,67.0
39944,Los Angeles,Sphere,249.0
39946,Redondo Beach,Circle,25.0
39955,Antioch,Circle,38.0
39961,North Hollywood,Formation,21.0
39966,Pasadena,Changing,24.0
39983,Redwood Valley,Light,3.0
39991,Needles,Formation,4.0
39995,Redway,Unknown,2.0
40001,Napa,Light,27.0
40010,Pacoima,Circle,4.0
40012,Hayward,Sphere,26.0
40014,Pacifica,Fireball,8.0
40017,Rocklin,Circle,13.0
40019,Downey,Light,14.0
40029,Lompoc,Light,7.0
40030,City of Industry,Circle,2.0
40044,Placerville,Triangle,10.0
40070,Apple Valley,Other,16.0
40071,Pittsburg,Fireball,12.0
40074,Santa Cruz,Sphere,35.0
40089,Citrus Heights,Sphere,17.0
40104,Fair Oaks,Circle,8.0
40110,Fort Bragg,Sphere,6.0
40111,Fair Oaks,Circle,8.0
40113,Irvine,Changing,53.0
40115,Corona,Light,53.0
40132,Azusa,Unknown,11.0
40137,San Diego,Triangle,269.0
40138,Los angeles,Changing,1.0
40142,Porter Ranch,Rectangle,5.0
40143,San Jose,Diamond,159.0
40145,San Mateo,Light,11.0
40165,Antioch,Fireball,38.0
40169,Studio City,Cylinder,9.0
40187,El Centro,Triangle,14.0
40209,Westminster,Fireball,15.0
40223,Citrus Heights,Light,17.0
40242,Alhambra,Light,4.0
40250,Carlsbad,Other,39.0
40252,Petaluma,Other,22.0
40258,Durham,Sphere,2.0
40260,Borrego,Disk,1.0
40281,Escondido,Sphere,55.0
40314,Eureka,Cigar,19.0
40319,Mohave,Other,1.0
40320,Grand Terrace,Fireball,3.0
40323,Garden Grove,Light,29.0
40324,Garden Grove,Changing,29.0
40336,Merced,Circle,19.0
40337,Etiwanda,Oval,1.0
40340,San Francisco,Teardrop,122.0
40341,Kentfield,Sphere,1.0
40352,Corona,Light,53.0
40361,Redondo Beach,Disk,25.0
40362,Pacific Ocean (near Huntington Beach),Formation,1.0
40365,Glendale,Fireball,25.0
40370,Merced,Fireball,19.0
40371,Yucaipa,Circle,14.0
40373,Riverside,Oval,67.0
40375,Benicia,Cylinder,10.0
40376,Long Beach,Fireball,91.0
40382,Redondo Beach,Disk,25.0
40397,Ventura,Fireball,47.0
40412,Citrus Heights,Oval,17.0
40439,Bakersfield,Light,63.0
40453,San Leandro,Sphere,14.0
40454,Fairfield,Other,31.0
40458,San Pedro,Diamond,20.0
40459,Malibu,Light,14.0
40467,Cameron Park,Fireball,3.0
40472,Los Angeles,Other,249.0
40473,San Jose,Fireball,159.0
40490,El Centro,Triangle,14.0
40510,Culver CIty,Cigar,1.0
40515,Mercey Hot Springs/Firebaugh,Light,4.0
40523,Irvine,Unknown,53.0
40524,Sunnyvale,Circle,10.0
40525,Sunnyvale,Circle,10.0
40540,Fresno,Light,96.0
40548,Modesto,Unknown,67.0
40560,Temecula,Oval,47.0
40594,"Huntington,beach",Diamond,1.0
40600,Escondido,Circle,55.0
40647,Elk Grove,Cigar,33.0
40656,Temecula,Circle,47.0
40671,Palm Springs,Light,36.0
40673,Tracy,Oval,18.0
40682,Newbury Park,Light,6.0
40686,Cardiff,Sphere,2.0
40687,Oceanside,Other,32.0
40688,Hercules,Sphere,3.0
40695,Bay Point,Light,2.0
40700,Santa Monica,Triangle,22.0
40717,Ventura,Unknown,47.0
40723,Placerville,Circle,10.0
40725,Ventura/Oxnard,Light,1.0
40728,Weed,Disk,4.0
40763,Imperial Beach,Fireball,8.0
40772,Los Angeles,Fireball,249.0
40790,Livermore,Other,18.0
40796,Sacramento,Circle,175.0
40807,San Francisco,Triangle,122.0
40809,Torrance,Light,33.0
40810,Burbank,Sphere,48.0
40813,Redlands,Light,20.0
40819,Redwood City,Cigar,12.0
40820,Los Alamitos/Cypress,Fireball,1.0
40822,San Francisco,Fireball,122.0
40823,Santa Barbara,Unknown,54.0
40826,Indian Wells,Sphere,2.0
40835,Fairfield,Triangle,31.0
40846,La Puente,Light,13.0
40859,Redwood City,Triangle,12.0
40866,Huntington Beach,Unknown,63.0
40884,Hilmar,Triangle,1.0
40887,Simi Valley,Light,34.0
40894,Oceanside,Light,32.0
40901,Ridgecrest,Sphere,24.0
40909,Fresno,Light,96.0
40914,Pacific Grove,Other,7.0
40916,Palm Springs,Formation,36.0
40926,San Jose,Light,159.0
40927,San Jose,Formation,159.0
40928,San Diego,Changing,269.0
40929,Santee,Light,10.0
40930,Lakeside,Formation,17.0
40940,Los Banos (near; on Interstate 5),Circle,1.0
40946,Fresno,Light,96.0
40951,Sacramento,Fireball,175.0
40961,Tracy,Fireball,18.0
40969,Point Richmond,Triangle,2.0
40979,Sacramento,Fireball,175.0
40983,San Francisco,Cylinder,122.0
40997,Chino Hills,Diamond,9.0
40999,La Mirada,Flash,9.0
41000,Palmdale,Light,34.0
41008,Moorpark,Light,6.0
41009,San Luis Obispo,Disk,14.0
41022,Porterville,Circle,20.0
41081,Sacramento,Circle,175.0
41082,Orange,Light,30.0
41085,Lake Shasta,Fireball,2.0
41106,Borrego Springs,Rectangle,5.0
41116,Santa Barbara,Light,54.0
41127,Palm Desert,Fireball,26.0
41136,Los Angeles,Unknown,249.0
41149,Sacramento,Triangle,175.0
41152,Hayward,Changing,26.0
41166,Fall River Mills,Sphere,2.0
41167,Oceanside,Fireball,32.0
41185,Paso Robles,Rectangle,13.0
41188,Oakley,Light,16.0
41199,West Sacramento,Oval,7.0
41208,North Hollywood,Triangle,21.0
41234,Clovis,Other,29.0
41238,Pala,Fireball,1.0
41253,Fresno,Circle,96.0
41272,San Diego,Light,269.0
41275,Oxnard,Fireball,40.0
41283,San Diego,Other,269.0
41290,San Francisco,Sphere,122.0
41296,Irvine,Oval,53.0
41302,South Gate,Fireball,12.0
41304,Granite Bay,Fireball,7.0
41314,Los Angeles,Oval,249.0
41324,Norwalk,Oval,21.0
41328,Los Angeles,Triangle,249.0
41334,Laguna Niguel,Other,17.0
41341,Upper Lake,Light,1.0
41342,Palm Desert,Changing,26.0
41362,Santee,Disk,10.0
41363,San Francisco,Light,122.0
41378,Corralitos,Unknown,1.0
41388,Sacramento,,175.0
41397,Huntington Beach,Fireball,63.0
41417,Sacramento,Light,175.0
41433,Marina Del Rey,Fireball,7.0
41436,Mission Viejo,Sphere,24.0
41441,Huntington Beach,Triangle,63.0
41454,Venice,Fireball,19.0
41456,Santa Maria,Teardrop,20.0
41476,Grass Valley,Other,19.0
41477,Collegeville,Unknown,1.0
41493,San Francisco,Fireball,122.0
41494,Hacienda Heights,Light,2.0
41508,Vallejo,Other,18.0
41531,Kelseyville,Unknown,6.0
41556,Covina,Oval,20.0
41565,Alpine,Other,2.0
41587,Santa Cruz,Light,35.0
41595,Escalon,Light,2.0
41600,Temecula,Circle,47.0
41608,Hemet,Fireball,27.0
41612,Palo Alto,Cylinder,11.0
41638,Baker,Fireball,2.0
41640,Los Angeles,Circle,249.0
41646,Seal Beach,Sphere,10.0
41647,Big Bear,Light,3.0
41652,Santee,Circle,10.0
41661,Eureka,Light,19.0
41670,San Bernardino,Circle,39.0
41672,Citrus Heights,Fireball,17.0
41673,Los Angeles,Unknown,249.0
41690,Yorba Linda,Light,12.0
41700,Mt. Shasta,Sphere,2.0
41720,West Sacramento,Unknown,7.0
41721,San Francisco,Light,122.0
41723,El Cajon,Triangle,49.0
41735,Westminster,Light,15.0
41760,West Sacramento,Unknown,7.0
41763,Long Beach,Circle,91.0
41772,Blythe,Sphere,6.0
41822,Merced,Fireball,19.0
41842,Menifee,Light,20.0
41858,Garden Grove,Diamond,29.0
41871,Firebaugh,Unknown,3.0
41872,Thousand Oaks,Flash,22.0
41878,Santa Cruz,Fireball,35.0
41881,Palm Desert,Rectangle,26.0
41883,San Luis Obispo,Disk,14.0
41892,Citrus Heights,Fireball,17.0
41898,Fowler,Cylinder,2.0
41900,Pittsburg,Circle,12.0
41914,San Diego,Sphere,269.0
41926,Rancho Mirage,Flash,5.0
41936,City Height,Triangle,1.0
41942,Cayucoc,Fireball,1.0
41961,San Jose,Diamond,159.0
41972,Napa,Sphere,27.0
41996,Coloma,Cylinder,2.0
41997,W. Sacramento,Cylinder,5.0
42004,San Francisco,Other,122.0
42068,Los Angeles,Fireball,249.0
42069,Sylmar,Fireball,10.0
42071,Bakersfield,Cigar,63.0
42074,Los Angeles,Circle,249.0
42091,Fresno,Light,96.0
42101,Long Beach,Sphere,91.0
42109,Citrus Heights,Fireball,17.0
42115,Sacramento,Unknown,175.0
42139,Cloverdale,Light,6.0
42140,Commerce,Egg,2.0
42141,Elk Grove,Circle,33.0
42146,San Ramon,Oval,12.0
42151,Riverside,Changing,67.0
42198,Oakland,Cigar,49.0
42234,El Dorado Hills,Light,5.0
42244,Lemoore,Cross,6.0
42247,Anaheim,Fireball,60.0
42266,Van Nuys,Fireball,19.0
42285,San Marcos,Light,13.0
42296,Acton,Flash,2.0
42298,Auburn,Other,14.0
42330,Castiac,Circle,2.0
42339,Pinon,Light,1.0
42360,Moreno Valley,Sphere,25.0
42370,Lancaster,Circle,28.0
42382,Pico Rivera,Oval,9.0
42386,Santa Monica,Formation,22.0
42388,West Point,Oval,1.0
42389,El Monte,Flash,7.0
42394,Susanville,Triangle,8.0
42408,Roseville,Triangle,38.0
42417,Temecula,Circle,47.0
42424,Mission Viejo,Formation,24.0
42459,Selma,Light,3.0
42464,Oroville,Disk,12.0
42472,South Gate,Circle,12.0
42474,Baldwin Park,Changing,8.0
42475,W. Sacramento,Unknown,5.0
42484,Mission Viejo,Unknown,24.0
42485,San Rafael/Novato,Triangle,1.0
42489,Shasta Lake,Light,4.0
42504,Hayfork,Fireball,2.0
42509,Taft,Unknown,7.0
42511,Daly City/Pacifica,,1.0
42512,Irvine,Sphere,53.0
42554,Eastvale,Light,9.0
42583,Valley Village,Sphere,5.0
42591,Chatsworth,Light,8.0
42609,Elk Grove,Circle,33.0
42611,W. Sacramento,Unknown,5.0
42631,Anaheim,Light,60.0
42656,San Marcos,Triangle,13.0
42658,Blythe,Sphere,6.0
42667,Elk Grove,Circle,33.0
42677,Manhattan Beach,Cigar,9.0
42683,Sacramento,Circle,175.0
42725,San Diego,Fireball,269.0
42796,Carlsbad,Oval,39.0
42814,Mojave,Triangle,9.0
42825,Simi Valley,Circle,34.0
42842,W. Sacramento,Unknown,5.0
42860,Redding,Light,45.0
42894,Elk Grove,Light,33.0
42920,Scotts Valley,Sphere,1.0
42929,San Anselmo,Oval,10.0
42952,Temecula,Light,47.0
42975,Modesto,Sphere,67.0
42992,Los Angeles,Sphere,249.0
43018,Orange,Light,30.0
43041,Loma Rica,Light,2.0
43047,Fairfax to Woodacre,Light,1.0
43069,South Gate,Light,12.0
43075,Kerman,Unknown,3.0
43083,Riverbank,Flash,7.0
43087,Berkeley,Unknown,23.0
43102,Napa,Fireball,27.0
43103,Monterey,Disk,24.0
43149,Oakland,Light,49.0
43174,Vallejo,Flash,18.0
43182,Foster City,Formation,4.0
43217,Torrance,Unknown,33.0
43253,Pasadena,Triangle,24.0
43306,Mission Viejo,Light,24.0
43326,Los Angeles,Circle,249.0
43369,Santa Ana,Light,35.0
