,City,Shape,Quantidade
18831,Clovis,Triangle,29.0
18838,Corona,Rectangle,53.0
18840,Aliso Viejo,Light,11.0
18841,Carmichael,Light,12.0
18842,Carmichael,Light,12.0
18851,Concord,Rectangle,14.0
18863,Modesto,Changing,67.0
18869,La Mesa,Circle,19.0
18870,Bell,,1.0
18875,Tustin,Circle,12.0
18878,Santa Rosa,Sphere,67.0
18879,Santa Rosa,Fireball,67.0
18880,Santa Rosa,Fireball,67.0
18881,Salyer,Cylinder,1.0
18885,San Diego,Rectangle,269.0
18886,San Diego,Rectangle,269.0
18895,Rancho Cucamonga,Teardrop,32.0
18896,San Diego,Circle,269.0
18900,Fresno,Light,96.0
18908,San Jose,Oval,159.0
18925,Simi Valley,Triangle,34.0
18940,San Leandro,Circle,14.0
18949,Palo Alto (assumed location),Light,1.0
18950,Panoche,Unknown,1.0
18953,Escondido,Unknown,55.0
18960,California (central part),Diamond,1.0
18982,Fresno,Other,96.0
19002,Van Nuys,Cylinder,19.0
19003,Auberry,Triangle,3.0
19008,Saugus,Fireball,7.0
19017,Simi Valley,Fireball,34.0
19064,Newark,Disk,4.0
19068,Pleasanton/Livermore,Egg,1.0
19069,Sacramento,Sphere,175.0
19074,Davis,Unknown,23.0
19120,Martinez,Oval,15.0
19129,San Jose,Chevron,159.0
19137,San Jose,Light,159.0
19167,Sacramento,Cigar,175.0
19168,Moreno Valley,Unknown,25.0
19174,Santa Rosa,Light,67.0
19177,San Clemente,Other,24.0
19180,Pico Rivera,Light,9.0
19181,Clovis,Light,29.0
19186,Clovis,Circle,29.0
19192,Santa Cruz,Light,35.0
19193,Red Mountain,Circle,1.0
19195,Glendora,Disk,10.0
19196,Hawthorne,Other,5.0
19207,Long Beach,Unknown,91.0
19226,Glendale,Unknown,25.0
19245,San Pedro,Sphere,20.0
19248,Santa Clara,Circle,17.0
19269,Modesto,Light,67.0
19274,Moreno Valley,Other,25.0
19281,Modesto,Light,67.0
19284,Irwindale/Azusa,Sphere,1.0
19291,Corona,Other,53.0
19292,Moreno Valley,Light,25.0
19293,Azusa,Light,11.0
19310,Millbrae,Circle,2.0
19311,San Jose,Light,159.0
19328,Norwalk,Sphere,21.0
19339,Lancaster,Other,28.0
19340,Salida,Cigar,2.0
19343,San Diego,Light,269.0
19347,Davis,Light,23.0
19353,Big Bear City,Light,2.0
19363,Compton,Light,6.0
19371,Porterville,Sphere,20.0
19373,Modesto,Light,67.0
19381,Anaheim,Light,60.0
19401,San Diego,Unknown,269.0
19535,Redding,Disk,45.0
19549,Huntington Beach,Light,63.0
19559,Auburn,Triangle,14.0
19562,Santa Cruz/Aptos,Light,1.0
19575,Los Angeles,Disk,249.0
19578,Loleta,Light,2.0
19593,El  Dorado Hills,Unknown,1.0
19597,Glendale,Other,25.0
19603,Vallejo,Diamond,18.0
19610,Fontana,Circle,23.0
19620,Modesto,Formation,67.0
19627,Encino,Triangle,6.0
19641,Ridgecrest,Triangle,24.0
19648,Auburn,Triangle,14.0
19650,Corona,Circle,53.0
19677,Burbank,Formation,48.0
19699,Lower Lake,Light,2.0
19719,Roseville,Other,38.0
19742,Santa Clara,Sphere,17.0
19749,Paradise,Light,6.0
19750,Los Angeles,Light,249.0
19751,Newbury Park,Light,6.0
19752,Montrose,Circle,3.0
19755,San Jose,Light,159.0
19756,San Jose,Light,159.0
19763,San Jose,Light,159.0
19770,Escondido,Light,55.0
19797,Glendora,Sphere,10.0
19799,Fair Oaks,Oval,8.0
19816,Los Angeles,Oval,249.0
19822,San Diego,,269.0
19830,Rio Vista,Cigar,2.0
19833,Los Angeles,Unknown,249.0
19844,Healdsburg,Light,7.0
19850,Sausalito,Rectangle,3.0
19864,Santa Monica,Triangle,22.0
19866,Springville,Triangle,1.0
19875,Riverside,Light,67.0
19876,Anaheim,Diamond,60.0
19888,San Francisco,Light,122.0
19890,Santa Clarita,Triangle,17.0
19891,Crestline,Unknown,6.0
19894,Santa Clarita County (126 freeway),Unknown,1.0
19899,Oakland,Circle,49.0
19902,Sam Miguel,Fireball,1.0
19903,San Pedro,Sphere,20.0
19912,Chester,Light,2.0
19919,Hemet,Triangle,27.0
19922,Hemet,Rectangle,27.0
19927,El Cajon,Circle,49.0
19931,Santa Rosa,Light,67.0
19940,Crestline,Oval,6.0
19941,Fontana,Circle,23.0
19944,Milpitas,Circle,9.0
19961,Canyon Country,Light,7.0
20008,Lakeside,Light,17.0
20009,Chico,Cross,28.0
20011,San Jose/Bay Area,Sphere,1.0
20015,Littlerock,Triangle,2.0
20017,Los Angeles,Other,249.0
20018,Murrieta,Circle,23.0
20028,San Jose,Light,159.0
20029,Garden Grove,Triangle,29.0
20030,Pomona,Unknown,27.0
20033,Los Angeles,Light,249.0
20053,Concord,Changing,14.0
20055,Fresno,Other,96.0
20058,Stockton,Light,34.0
20085,Cupertino,Light,5.0
20090,Anaheim,Light,60.0
20103,Escondido,Triangle,55.0
20107,Simi Valley,Cigar,34.0
20122,Los Angeles,Circle,249.0
20155,Mill Valley,Other,3.0
20165,Visalia,Cigar,35.0
20167,Modesto,Cylinder,67.0
20189,Redding,Other,45.0
20202,Modesto,Flash,67.0
20215,San Diego,Chevron,269.0
20216,Modesto,Diamond,67.0
20217,Weaverville,Light,5.0
20232,Venice,Changing,19.0
20233,Pebble Beach/Carmel,Disk,1.0
20235,San Bruno,Fireball,3.0
20236,Ventura,Chevron,47.0
20238,San Diego,Flash,269.0
20240,Lakewood,Light,15.0
20241,Baldwin Park,Light,8.0
20243,Sacramento,Light,175.0
20246,Berkeley,Other,23.0
20247,Lake Forest,Formation,11.0
20248,Long Beach,Sphere,91.0
20250,Canoga Park,Other,12.0
20259,Tracy,Chevron,18.0
20268,San Bernardino,Fireball,39.0
20270,Union City,Unknown,8.0
20288,Vista,Sphere,21.0
20289,Simi Valley,Circle,34.0
20297,Carmel,,5.0
20307,Fontana,Unknown,23.0
20319,Ridgecrest,Fireball,24.0
20329,Death Valley (Stovepipe Wells),Oval,1.0
20333,Woodland Hills,Fireball,15.0
20335,Venice,Light,19.0
20336,Ventura,Formation,47.0
20342,Paradise,Light,6.0
20354,Healdsburg,Disk,7.0
20371,Monterey,Light,24.0
20381,Hickman,Light,1.0
20390,Camarillo,Unknown,10.0
20410,Monterey/San Francisco (between; in-flight sighting),Disk,1.0
20420,Long Beach,,91.0
20429,Hesperia,Disk,13.0
20436,Chester,Other,2.0
20437,San Bruno,Fireball,3.0
20441,Rubidoux,Light,2.0
20453,Saline Valley,Unknown,1.0
20477,Valencia,Light,8.0
20481,Pleasanton,Other,15.0
20503,El Dorado Hills (suburb of Sacramento),Light,1.0
20511,Redondo Beach,Triangle,25.0
20516,Redding,Changing,45.0
20517,El Cajon,Triangle,49.0
20520,Covina,Light,20.0
20536,N. Hollywood,Cigar,3.0
20540,Lemon Grove,Circle,5.0
20563,Riverside,Disk,67.0
20581,Riverside,Formation,67.0
20589,Los Gatos,Light,5.0
20592,Downey,Cylinder,14.0
20593,Phillips Ranch,Changing,2.0
20600,Anaheim,Formation,60.0
20610,Chico,Light,28.0
20625,Fullerton,Other,25.0
20627,Salinas,Triangle,23.0
20628,Chula Vista,Circle,26.0
20630,Simi Valley,Cross,34.0
20632,Carlsbad,Light,39.0
20633,Hollister ( Lone Tree Road),Disk,1.0
20637,San Francisco,Circle,122.0
20640,Campbell,Unknown,16.0
20643,Leggett,Oval,2.0
20651,Berkeley,Light,23.0
20655,Colton,Disk,3.0
20658,Perris,Disk,11.0
20661,Huntington Beach,Changing,63.0
20669,San Carlos,Rectangle,5.0
20674,Temecula,Unknown,47.0
20677,Ontario,Triangle,11.0
20680,West Covina,Triangle,10.0
20686,Long Beach,Unknown,91.0
20690,Santa Monica,Formation,22.0
20693,Daly City,Triangle,10.0
20712,Carlsbad,Light,39.0
20729,Newport Beach,Disk,27.0
20744,Temecula,Disk,47.0
20748,Murrieta,Disk,23.0
20749,Menifee,Circle,20.0
20751,Temecula,Circle,47.0
20753,Temecula,Circle,47.0
20783,San Dimas,Oval,10.0
20784,Grass Valley,Disk,19.0
20789,Torrance,Triangle,33.0
20791,Napa,Light,27.0
20792,Fresno,Light,96.0
20801,Fremont,Triangle,27.0
20817,Oakland,Triangle,49.0
20830,Perris,Triangle,11.0
20832,Santa Ana,Sphere,35.0
20839,Santa Fe Springs,Sphere,4.0
20865,Pacific Grove,Light,7.0
20866,Lakewood,Disk,15.0
20893,San Jose,Disk,159.0
20897,Pt. Mugu/Oxnard,Light,1.0
20899,Azusa,Light,11.0
20902,Arroyo Grande,Light,7.0
20919,Grass Valley,Unknown,19.0
20921,Corona,Unknown,53.0
20922,Corona,Triangle,53.0
20929,Whittier,Disk,28.0
20931,Long Beach,Unknown,91.0
20936,Fresno,Light,96.0
20937,Bakersfield,Circle,63.0
20938,North San Juan,Fireball,1.0
20939,Carlsbad,Light,39.0
20945,Modesto,Other,67.0
20953,Ceres,Fireball,5.0
20967,Fairfield,Oval,31.0
20974,Lompoc,Fireball,7.0
20980,San Jacinto,Unknown,15.0
20990,Freedom (Watsonville),Triangle,1.0
20991,Santa Fe Springs,Sphere,4.0
21017,Pacific Palisades,Teardrop,4.0
21019,San Diego,Light,269.0
21026,Twenty Nine Palms,Unknown,6.0
21028,Chula Vista,Oval,26.0
21030,El Cajon,Light,49.0
21034,San Pablo,Unknown,5.0
21035,Whittier,Light,28.0
21051,Sacramento,Triangle,175.0
21053,Orange,Light,30.0
21059,Bakersfield,Light,63.0
21063,Pasadena,Triangle,24.0
21065,San Diego,Triangle,269.0
21071,San Diego,Sphere,269.0
21081,National City,Formation,6.0
21088,Mount Helix Park,Circle,1.0
21089,La Mesa,Triangle,19.0
21091,El Cajon,Light,49.0
21092,Antioch,Other,38.0
21093,Spring Valley,Light,13.0
21094,El Cajon,Formation,49.0
21096,Lemon Grove,Light,5.0
21097,Bonita,Light,3.0
21098,Fresno,Light,96.0
21099,El Cajon,Triangle,49.0
21100,La Mesa,Light,19.0
21104,El Cajon,Triangle,49.0
21131,Sonoma,Egg,23.0
21135,Temple City,Light,2.0
21137,Twin Peaks,Circle,1.0
21140,Santa Barbara,Teardrop,54.0
21141,Santa Rosa,Diamond,67.0
21167,Randsburg,Teardrop,1.0
21173,Woodland Hills,Oval,15.0
21180,San Diego,Light,269.0
21181,Mojave (21 mi. NW of),Sphere,1.0
21189,petaluma,Light,1.0
21197,Fontana,Light,23.0
21200,Burson,Disk,1.0
21201,Long Beach,Sphere,91.0
21212,Redding,Circle,45.0
21223,Sunnyvale,Formation,10.0
21225,Pasadena/Los Angeles,Triangle,1.0
21226,Los Angeles,Circle,249.0
21228,San Bernardino,Fireball,39.0
21229,Ft. Bragg,Cross,1.0
21234,Santa Nella,Formation,4.0
21245,Modesto,Changing,67.0
21248,Kettleman City,Triangle,1.0
21250,Santa Maria,Oval,20.0
21259,Modesto,Sphere,67.0
21265,Monterey,Light,24.0
21283,Los Angeles,Light,249.0
21285,Porter Ranch,Light,5.0
21292,Beckwourth,Unknown,1.0
21298,Mare Island,Circle,1.0
21302,Clovis,Sphere,29.0
21306,North Hollywood,Changing,21.0
21310,Modesto,Light,67.0
21327,Los Angeles,Light,249.0
21329,Burbank,Disk,48.0
21330,Monterey,Light,24.0
21331,Modesto,Oval,67.0
21335,Los Angeles,Unknown,249.0
21339,Bakersfield,Flash,63.0
21341,Valencia,Cylinder,8.0
21343,San Jose,Light,159.0
21346,San Francisco,Unknown,122.0
21347,Elk Grove,,33.0
21349,Del Mar,Other,5.0
21351,Bloomington,Light,4.0
21357,Stockton,Light,34.0
21376,Stockton,Circle,34.0
21398,Simi Valley,Unknown,34.0
21407,Eureka,Light,19.0
21422,Irvine,Unknown,53.0
21424,Riverside,Other,67.0
21431,Long Beach,Triangle,91.0
21446,Modesto,Rectangle,67.0
21447,Crestline,Disk,6.0
21453,Pasadena,Changing,24.0
21456,Carmel-by-the-Sea,Flash,2.0
21473,North Hollywood,,21.0
21489,Livermore,Flash,18.0
21493,Anaheim,Disk,60.0
21495,La Palma,Cigar,4.0
21518,Eureka,Fireball,19.0
21546,Ontario,Flash,11.0
21560,Pittsburg,Triangle,12.0
21561,Davenport,Fireball,2.0
21562,Visalia,Unknown,35.0
21568,San Diego,Other,269.0
21585,Capitola,Disk,9.0
21604,Laguna Hills,Fireball,14.0
21607,Lake Elsinore,Oval,23.0
21620,Lake Elsinore,Disk,23.0
21623,West Covina,Formation,10.0
21629,Corona,Circle,53.0
21630,Yorba Linda,Cigar,12.0
21638,Los Altos Hills,Triangle,2.0
21640,Santa Barbara,Light,54.0
21642,Santa Barbara,Chevron,54.0
21644,Claremont,Unknown,10.0
21650,Squaw Valley,Unknown,2.0
21653,Sherman Oaks,Sphere,22.0
21661,San Clemente,Triangle,24.0
21666,Porterville,Other,20.0
21676,Colton,Other,3.0
21678,Merced,Triangle,19.0
21682,Nipomo,Disk,6.0
21689,Santa Cruz,Formation,35.0
21696,Bakersfield,Chevron,63.0
21698,Ventura,Triangle,47.0
21724,Santa Cruz,Diamond,35.0
21742,Victorville,Light,15.0
21759,Rialto,Sphere,13.0
21772,San Diego,Chevron,269.0
21791,Oakland,Triangle,49.0
21799,Pomona,Fireball,27.0
21803,San Diego,Triangle,269.0
21804,Salinas,Cigar,23.0
21805,Downey,Sphere,14.0
21806,Westchester,Circle,2.0
21818,Pomona,Light,27.0
21822,San Marcos,Oval,13.0
21835,Los Angeles,Unknown,249.0
21838,Modesto,Light,67.0
21845,Monterey,Egg,24.0
21852,La Quinta,Formation,6.0
21857,Santa Ana,Triangle,35.0
21872,Thousand Oaks,Circle,22.0
21883,Granite Bay,Changing,7.0
21887,Santa Cruz,Light,35.0
21906,Commerce,Circle,2.0
21910,Patterson,Triangle,9.0
21913,Ventura,Light,47.0
21915,Apple Valley,Light,16.0
21917,Palmdale,Circle,34.0
21923,Norwalk,Light,21.0
21929,Claremont,Fireball,10.0
21930,Santa Ana,,35.0
21936,La Mesa,Teardrop,19.0
21938,Los Angeles,Light,249.0
21957,Los Gatos,Oval,5.0
21971,San Francisco,Oval,122.0
21979,Riverside,Cigar,67.0
21986,San Jose,Light,159.0
21997,Chino,Unknown,16.0
22006,EL Cerrito,Triangle,1.0
22032,Bloomington,Formation,4.0
22058,Temecula,Changing,47.0
22062,Tujunga,Sphere,6.0
22076,Livermore,Light,18.0
22077,Palo Cedro,Unknown,2.0
22087,Big Sur,,6.0
22094,Trinidad,Light,5.0
22105,Escondido,Diamond,55.0
22106,Fairfield,Triangle,31.0
22123,Mill Valley,Cigar,3.0
22128,Los Angeles,Flash,249.0
22134,Oakland,Unknown,49.0
22138,Fairfield,Unknown,31.0
22141,Sacramento,Light,175.0
22146,Caviota,Disk,1.0
22149,Palm Springs,Other,36.0
22158,Pollock Pines,Sphere,6.0
22163,Santa Clarita,Formation,17.0
22169,Ukiah,Light,14.0
22178,Wilmington,Oval,6.0
22183,Berkeley,Circle,23.0
22187,Los Angeles,Circle,249.0
22195,Santa Cruz,Circle,35.0
22199,San Bernardino,Formation,39.0
22203,San  Carlos,Triangle,1.0
22211,Ranchita,Disk,1.0
22226,Bakersfield,Circle,63.0
22227,Garberville,,1.0
22256,Hat Creek,Diamond,1.0
22257,Monterey,Light,24.0
22285,San Diego,Oval,269.0
22286,Carlsbad,Disk,39.0
22311,Palmdale,Light,34.0
22327,Redding,Light,45.0
22331,Fresno,Unknown,96.0
22350,Upland,Other,17.0
22353,Petaluma,Sphere,22.0
22356,Carlsbad,Other,39.0
22357,Glendale,Cone,25.0
22366,Napa,Sphere,27.0
22378,Laguna Niguel,Unknown,17.0
22396,Pebble Beach (U. S. Open tournament),Circle,1.0
22409,Stockton,Flash,34.0
22412,Riverside,Light,67.0
22427,Los Banos,Other,18.0
22433,Placentia,Teardrop,9.0
22449,Huntington Beach,Other,63.0
22450,Burbank,Circle,48.0
22451,Irvine,Circle,53.0
22456,Hesperia,Light,13.0
22466,Indio,Flash,24.0
22467,San Jacinto,Light,15.0
22468,Verdi,Light,1.0
22490,Red Bluff - Dribble Creek Subdivision,Changing,1.0
22491,Pico Rivera,Triangle,9.0
22505,Visalia,Light,35.0
22516,San Diego,Triangle,269.0
22517,Banning,Light,3.0
22523,Merced,Triangle,19.0
22525,Montclair,Teardrop,5.0
22527,Lake Elsinore,Oval,23.0
22528,Lake Elsinore,Changing,23.0
22535,Sacramento,Light,175.0
22564,Anaheim,Sphere,60.0
22567,Modesto,Unknown,67.0
22570,Happy Valley,Other,1.0
22573,Hollywood,Oval,15.0
22579,Anaheim Hills,Sphere,2.0
22604,Sacramento,Oval,175.0
22605,Coalinga (near),Unknown,1.0
22609,Riverside,Light,67.0
22613,Oregon House,Light,2.0
22618,Los Angeles,Circle,249.0
22619,Cutler,Fireball,2.0
22622,Ridgecrest,Unknown,24.0
22623,Thousand Oaks,Light,22.0
22631,Rocklin,Circle,13.0
22632,Ridgecrest,Unknown,24.0
22633,Arcadia,Light,7.0
22642,Clovis,Circle,29.0
22649,Chico,Triangle,28.0
22652,Gustine,Disk,3.0
22657,Clayton,Circle,3.0
22673,Playa del Rey,Light,7.0
22678,Barstow and Needles (between),Light,1.0
22682,Amboy,Other,2.0
22685,Vacaville,,24.0
22689,Jamestown,Changing,3.0
22713,Half Moon Bay,Circle,6.0
22717,Davis,Light,23.0
22718,Temecula,Fireball,47.0
22727,Huntington Beach,Light,63.0
22738,Rohnert Park,Fireball,20.0
22752,Lodi,Cross,15.0
22765,Bishop,Triangle,7.0
22780,Rocklin,Rectangle,13.0
22786,National Forest,Diamond,1.0
22795,Nevada City,Unknown,3.0
22808,Coalinga,Triangle,9.0
22809,Desert Center,Oval,7.0
22817,Los Angeles,Light,249.0
22823,Orange,Other,30.0
22849,Three Rivers,Light,3.0
22851,San Pedro,Other,20.0
22854,Malibu,Changing,14.0
22867,Hemet,Oval,27.0
22870,Orange,Light,30.0
22878,Berry Creek,Cigar,3.0
22882,Taft,Other,7.0
22885,Huntington Beach,Triangle,63.0
22888,North Hollywood,Light,21.0
22895,Los Feliz,Other,2.0
22900,Davis,Light,23.0
22921,El Monte/Monterey Park (between),Teardrop,1.0
22923,Huron,Disk,1.0
22925,Laguna Niguel,Formation,17.0
22945,Tracy,Other,18.0
22946,Burbank,Changing,48.0
22969,Alameda,Circle,11.0
22976,Ceres,Changing,5.0
23003,Sylmar,Triangle,10.0
23042,Gilroy,Flash,12.0
23044,Marina del Rey,Oval,7.0
23050,Buellton,Flash,3.0
23060,Oakland,Cylinder,49.0
23061,Antioch,Cigar,38.0
23078,Redding,Circle,45.0
23096,Truckee,,5.0
23127,Ridgecrest,Light,24.0
23172,Orland,Flash,13.0
23177,Huntington Beach,Cylinder,63.0
23212,Selma,Other,3.0
23216,Rio Linda,Fireball,3.0
23254,Indio,Light,24.0
23269,Rancho Santa Margarita,Unknown,10.0
23290,Irvine,Circle,53.0
23323,Lodi,Other,15.0
23327,Irvine,Unknown,53.0
23329,Highland,Other,8.0
23362,Riverside,Circle,67.0
23368,Rohnert Park,Fireball,20.0
23388,Lemoore,Triangle,6.0
23417,Clovis,Formation,29.0
23440,Carson,Triangle,6.0
23445,Palmdale,Triangle,34.0
23448,Ridgecrest,Circle,24.0
23451,Rosemead,Fireball,4.0
23454,South San Jose,Unknown,1.0
23460,Sacramento,Rectangle,175.0
23470,Rialto,Light,13.0
23471,Arcata,Unknown,13.0
23473,Yorba Linda,Light,12.0
23479,Los Angeles,Oval,249.0
23481,Woodland Hills/West Hills,Light,1.0
23484,San Jose,Light,159.0
23515,Sherman Oaks,Other,22.0
23522,Los Angeles,Disk,249.0
23523,Los Angeles,Disk,249.0
23524,El Centro,Triangle,14.0
23525,Los Angeles,Other,249.0
23526,Lathrop,Fireball,4.0
23544,Turlock,Light,21.0
23556,Escondido,Light,55.0
23587,Hanford,Other,7.0
23596,Redding,Light,45.0
23603,Visalia,Triangle,35.0
23606,Oakdale,Sphere,7.0
23608,Venice,Unknown,19.0
23623,Watsonville,Fireball,9.0
23625,Los Feliz,Circle,2.0
23628,Escondido,Unknown,55.0
23629,San Bernardino,Light,39.0
23646,Santa Rosa,Cylinder,67.0
23647,"Thousand Oaks, CA",Sphere,1.0
23648,Thousand Oaks,Oval,22.0
23651,Palos Verdes,Disk,4.0
23659,Shafter,Light,4.0
23661,Rancho Cordova,Light,7.0
23666,Madera,Circle,18.0
23675,Glendale,Oval,25.0
23678,Laguna Beach,Fireball,15.0
23682,Newberry Springs,Circle,2.0
23684,Palos Verdes Estates,Changing,3.0
23686,Dana Point,Circle,15.0
23689,Yucaipa,Flash,14.0
23713,Antioch,Light,38.0
23716,Glendale,Circle,25.0
23719,Weaverville,Fireball,5.0
23727,Visalia,Light,35.0
23752,Devore,Triangle,2.0
23759,Hollywood,Disk,15.0
23760,Burbank,Circle,48.0
23768,Redwood Valley,Formation,3.0
23778,Yosemite,Oval,2.0
23788,Winnetka,Light,3.0
23791,Temecula,Unknown,47.0
23816,Bridgeport,Unknown,3.0
23817,Hidden Hills,Chevron,1.0
23834,Vacaville,Light,24.0
23857,Ventura,Oval,47.0
23883,Anaheim,Cross,60.0
23936,San Jose,Other,159.0
23937,San Jose,Light,159.0
23941,Perris,Fireball,11.0
23959,Davis,Other,23.0
23964,Naval weapons base Fallbrook,Oval,1.0
23971,Long Beach,Fireball,91.0
23978,Lake Elsinore,Cigar,23.0
23986,Moorpark,Sphere,6.0
23993,Whittier,Disk,28.0
23994,Long Beach,Light,91.0
24001,Buena Park,Unknown,14.0
24008,Hesperia,Light,13.0
24019,Pomona,Formation,27.0
24023,San Mateo,Light,11.0
24026,Shingle Springs,Cone,2.0
24036,San Francisco,Light,122.0
24045,Santa Monica,Oval,22.0
24050,Tiburon,Cylinder,3.0
24056,Chico,Disk,28.0
24057,Palo Alto,Other,11.0
24058,Chino,Disk,16.0
24064,Seal Beach,Light,10.0
24067,Salinas,Light,23.0
24073,Manhattan Beach,Fireball,9.0
24074,Los Angeles,Light,249.0
24075,Vandenberg AFB,Light,1.0
24076,San Clemente,Fireball,24.0
24077,Thousand Oaks,Circle,22.0
24080,Oceanside,Light,32.0
24088,Tehachapi,Flash,8.0
24089,Fontana,Disk,23.0
24094,Loma Linda,,3.0
24095,Santa Monica,Circle,22.0
24096,Palmdale,Light,34.0
24109,Los Angeles,Disk,249.0
24112,Orange,Formation,30.0
24114,Los Angeles,Other,249.0
24115,Santa Monica,Fireball,22.0
24135,Yorba Linda,Light,12.0
24140,Durham,Other,2.0
24141,San Jose,Fireball,159.0
24142,Ventura,Changing,47.0
24143,Ojai,Sphere,9.0
24144,Oxnard,Fireball,40.0
24146,Riverside,Oval,67.0
24162,Norwalk,Sphere,21.0
24168,Antioch,Diamond,38.0
24169,Eagle Rock,Sphere,3.0
24178,Escondido,Light,55.0
24184,Panorama City,Circle,3.0
24187,Cambria,Light,4.0
24193,Pomona,Other,27.0
24202,San Jacinto,Circle,15.0
24213,Covina,Other,20.0
24215,Yuba City,Chevron,10.0
24217,Concord,Cylinder,14.0
24227,San Bernardino,Light,39.0
24231,Lodi,Circle,15.0
24238,Ft. Jones,Triangle,2.0
24292,Patterson,Cone,9.0
24305,Upland,Circle,17.0
24331,Ft. Jones,Triangle,2.0
24337,Modesto,Circle,67.0
24359,Grass Valley,Sphere,19.0
24363,Desert Hot Springs,Triangle,11.0
24369,Beverly Hills,Light,5.0
24407,Sherman Oaks,Circle,22.0
24410,Redlands,Circle,20.0
24412,Red Bluff,Circle,8.0
24415,Joshua Tree,Light,9.0
24417,Santa Barbara,Other,54.0
24419,Alameda,Circle,11.0
24427,Tracy,Triangle,18.0
24434,Covina,Disk,20.0
24438,Orange,Disk,30.0
24454,Pittsburg,Light,12.0
24455,Carlsbad,Other,39.0
24456,Garden Grove,Sphere,29.0
24459,Dunsmuir,Circle,1.0
24465,Northridge,Triangle,8.0
24522,Northridge,Oval,8.0
24526,Tracy,Circle,18.0
24544,Meadow Vista,Other,2.0
24545,San Diego,Circle,269.0
24565,Yuba City,Cigar,10.0
24575,Venice,Other,19.0
24576,Venice,Chevron,19.0
24584,Eureka,Light,19.0
24593,Oakland,Circle,49.0
24604,San Jose,Disk,159.0
24635,Crescent City/Gasquet,Triangle,1.0
24648,Martinez,Unknown,15.0
24657,Santa Ana,Light,35.0
24678,Arcadia,Light,7.0
24701,Livermore,Light,18.0
24702,Ripon,Triangle,3.0
24705,Visalia,Circle,35.0
24713,Etna,Flash,1.0
24714,Rio Linda,Cylinder,3.0
24717,San Francisco,Sphere,122.0
24718,San Francisco,Light,122.0
24722,Sunol,Other,1.0
24724,Martinez,Other,15.0
24725,Lincoln,Flash,16.0
24731,Richmond,Sphere,12.0
24751,Milpitas,Other,9.0
24752,Milpitas,Other,9.0
24758,Union City,Other,8.0
24759,Ramona,Triangle,7.0
24760,Glendora,Circle,10.0
24762,Orangevale,Changing,9.0
24766,Redondo Beach,Other,25.0
24767,Anaheim,Disk,60.0
24769,Garden Grove,Egg,29.0
24779,San Francisco Airport,Triangle,2.0
24803,Soquel,Cylinder,4.0
24808,Stockton,Circle,34.0
24835,South San Gabriel,Oval,1.0
24842,Antelope,Other,10.0
24871,Indio,Oval,24.0
24873,Sacramento,Other,175.0
24876,Mariposa,Circle,5.0
24879,Prunedale,Light,3.0
24888,Burson & Wallace,Flash,1.0
24905,Pomona,Other,27.0
24908,Desert Center,Fireball,7.0
24911,Pleasanton,Oval,15.0
24914,Orange,Unknown,30.0
24917,Corona,Unknown,53.0
24934,Chico,Unknown,28.0
24939,Menifee,Triangle,20.0
24941,Playa del Rey,Teardrop,7.0
24943,La Puente,Light,13.0
24946,Sacramento,Oval,175.0
24948,Anaheim,Triangle,60.0
24963,West Hills,Chevron,5.0
24971,Santa Paula,Cigar,6.0
24973,Klamath,Light,1.0
24976,San Francisco,Disk,122.0
24977,San Francisco,Chevron,122.0
25003,Orland,Light,13.0
25015,Fresno,Light,96.0
25039,Martinez,Teardrop,15.0
25045,Olivehurst,Formation,4.0
25060,San Bernardino,Light,39.0
25070,Hayward,Disk,26.0
25077,Stockton,Light,34.0
25081,San Diego,Oval,269.0
25086,Bakersfield,Triangle,63.0
25095,San Pablo,Circle,5.0
25105,San Jose,Fireball,159.0
25107,Roseville,Other,38.0
25112,Magalia,Fireball,3.0
25114,West Covina,Changing,10.0
25123,San Francisco,Other,122.0
25134,Laguna Hills,Other,14.0
25142,Sacramento,Other,175.0
